Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
NGA,Nigeria,NG,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,6660.26519794496,5977.70927593529,5290.28135851072,3593.34894020871,5047.9925964962,5306.6657749025,5747.21532850795,3992.25178288692,4095.88368455872,4693.98972049353,5803.86069960317,5628.02200638516,5735.66714023615,5255.60326925532,4442.01541735122,2508.41687559866,3751.56485885132,4154.88377944598,4943.28745098124,7798.13686308946,5044.88529589434,3779.77241319818,12800.8925815821,4331.71263059619,4380.52433063,10937.8107765728,19263.3887017266,23342.6601056446,31116.0406361891,38501.4827300934,41543.7150719477,43793.9137492998,44818.8445148913,49460.5791036209,58598.4863215373,49797.4335567472,40455.7859064586,37894.9038909055,40722.004631609,43898.5606034745,47391.9945285738
NGA,Nigeria,NG,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,5339.99024737888,5578.54315422612,5197.20566000371,3006.7649593441,684.132092522451,428.339701812712,-669.995216959387,310.68895963243,221.411302224718,151.729280736646,1108.03328148121,873.073739951303,317.64690485517,-438.773330113258,63.1773609607363,1645.08203170353,1749.44381939955,1901.81751260044,3700.48075838368,2531.51644429596,4405.08195756947,6817.22272746036,5210.50591422678,12873.1393307027,2047.85283649537,4872.28753353681,12105.364501624,16824.685908387,14067.1488597934,14937.287826526,22269.9117538206,23339.1262721092,23898.4078048645,27288.7943120397,31239.2941169993,26814.0026844023,21725.682305556,20249.1820881503,22008.0575428658,24062.1351799315,26346.333607938
NGA,Nigeria,NG,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,18842.088477618,13825.581707974,8603.87823821489,4889.46186474775,12320.99778222,12855.99768592,7118.89871859801,7756.698603794,6806.898774758,9946.410294,14321.9692600563,12443.7984739341,12316.4354019421,10408.030361851,10316.3065162865,12239.8220451553,16332.1318217303,16761.6426458624,10949.6161471791,13832.1103452956,24954.1083602809,20798.9264374203,19354.0501318548,28846.8673957869,37356.3473138096,35116.4530461438,66841.755126893,56141.5288026282,82982.7227487357,52147.0414048099,93240.3524929885,129735.23152543,144917.44487457,97579.5390951917,98323.2526357674,52753.7642663268,37301.0373429612,49491.5486160908,64102.0418975135,64329.4001495773,65335.3606974456
NGA,Nigeria,NG,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,14551.4696526276,17471.693567815,12449.4924112976,6327.39182465201,10852.0,10429.0,8536.0,6689.0,6631.3,7300.25769940168,9164.83594712658,10792.5045120251,11535.6943376515,10719.5431646619,9646.24562539257,11801.8807408585,12681.862581221,13918.0759592348,12546.95102131,14759.185217849,14913.9881505572,15908.9432788448,22042.3400263439,16154.4892288,20347.5625371547,-21177.7000048179,31174.4740189919,51157.7579336573,52203.1161034349,52597.2208562507,64169.8740884985,88882.6427081958,59653.5548927109,73276.2908050586,77933.3737901779,52753.9256150392,46552.5374019042,49508.3624707702,51111.1041273487,53721.9852783872,56073.6183605492
NGA,Nigeria,NG,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,79.8955659937,85.4058929615,84.0512102067,84.4430786571,104.2413065654,102.6659519402,93.8570128417,78.1797736397,85.9112633597,77.5628611989,63.3744026697,76.093338627,83.1735937874,104.5278800646,100.7034314337,61.7624949182,56.8872462074,74.8482160302,79.1821984343,77.8581112263,57.9829577184,64.9124596904,74.2287585543,72.3773777655,74.9471106408,82.0079808109,72.5414860463,83.006555745,77.1280949653,80.4133342833,74.8324119652,73.9225137608,66.5949516569,80.3115367693,80.1342670495,84.5099285327,86.9195541014,84.5301471473,81.4945628356,82.8627880535,83.81928672
NGA,Nigeria,NG,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,10.6069621922,12.7948392761,12.7024465045,12.9202428971,10.7654183907,7.9058207289,10.2242127765,15.0070109909,13.9845404628,14.0595067812,11.0118619325,11.130836386,9.0981410686,12.361324213,13.070359545,6.2350589427,5.1291615346,7.1438826716,12.0303588482,13.7809188743,20.7462108882,29.0260267629,19.1574007503,20.0589850998,6.2497555733,4.5670639466,4.0861677965,6.3775383943,7.2929714312,8.1173933486,8.7113835543,8.4943026878,8.2000502786,7.1790316067,6.6233477636,5.9351590577,5.3842812143,4.6244823932,4.4389943911,4.2297627842,4.0528071547
NGA,Nigeria,NG,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,69.2886038015,72.6110536854,71.3487637022,71.52283576,93.4758881747,94.7601312113,83.6328000652,63.1727626488,71.9267228969,63.5033544177,52.3625407371,64.9625022409,74.0754527188,92.1665558516,87.6330718887,55.5274359756,51.7580846729,67.7043333585,67.1518395861,64.077192352,37.2367468303,35.8864329276,55.071357804,52.3183926657,68.6973550675,77.4409168643,68.4553182498,76.6290173507,69.8351235342,72.2959409346,66.1210284109,65.4282110729,58.3949013784,73.1325051625,73.5109192859,78.574769475,81.5352728872,79.9056647541,77.0555684445,78.6330252693,79.7664795653
NGA,Nigeria,NG,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,19.8048442759,18.5456561166,19.4450319001,18.0786802176,21.6504489094,22.0866051575,24.691256221,19.6375598719,17.7583787704,20.63137215,21.9564941648,22.9421757872,23.7181867195,30.5061768105,24.9092421324,11.2422384377,11.9535592813,17.115983792,26.3940661448,28.796835659,20.3723905497,24.0087179677,30.4674436067,25.4298894852,6.8715411155,9.5619016955,12.8489006904,15.1177114207,13.6043651868,19.753069734,17.2907416934,16.2119806699,14.907690003,14.953369749,16.1909757192,15.4901040905,15.3667451393,15.4743276517,15.330584973,14.8235313026,14.3751534007
NGA,Nigeria,NG,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,10.9918922712,9.5931221013,9.8088025849,9.842709897,19.0664564598,20.436986878,27.9495399285,18.2196521173,16.8476451326,19.9853620829,18.4366881108,19.8611242232,22.4735778087,33.2850369649,24.5599340653,6.7895095788,8.1520600241,11.7415272766,15.0945111893,21.7395162268,10.8758444098,8.5635115093,21.6535363945,6.402552822,4.682511972,6.6151562981,7.8904432951,8.7854347944,9.3688379396,14.23166112,11.2565557237,10.5758071277,9.7231105402,9.6365910811,10.5608872413,10.0685676588,9.9977335581,10.0852588748,9.9520410252,9.5751180847,9.2389834233
NGA,Nigeria,NG,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,8.8129520047,8.9525340152,9.6362293152,8.2359703206,2.5839924496,1.6496182795,-3.2582837075,1.4179077546,0.9107336378,0.6460100671,3.519806054,3.081051564,1.2446089108,-2.7788601544,0.3493080671,4.4527288589,3.8014992573,5.3744565154,11.2995549555,7.0573194322,9.4965461399,15.4452064584,8.8139072122,19.0273366631,2.1890291435,2.9467453974,4.9584573953,6.3322766264,4.2355272472,5.521408614,6.0341859697,5.6361735422,5.1845794629,5.3167786679,5.630088478,5.4215364317,5.3690115812,5.3890687769,5.3785439478,5.2484132179,5.1361699774
NGA,Nigeria,NG,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,31.096390392,22.1875115239,15.952600133,13.392953339,46.5368685206,49.5109108347,34.6202347762,35.3996585951,27.9988944615,42.3483269004,45.4955234191,43.9137990255,48.2584436238,65.9166336531,57.0389303124,33.1294171342,35.4893288377,47.3676990196,33.4350581654,38.5609271268,53.7964659242,47.1223731104,32.7386255482,42.6375450087,39.9316452377,21.2383291575,27.3789355934,21.1298857251,24.9855593875,19.2755958747,25.2641156843,31.3298051901,31.4387474949,19.011789453,17.7202663322,10.6663096235,9.2181087189,13.171562101,15.6658827711,14.0314760731,12.737010131
NGA,Nigeria,NG,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,24.0152879885,28.0388493277,23.0828201885,17.3316544457,40.9884090649,40.1640776321,41.5118034026,30.5269456038,27.276602016,31.0819371385,29.1132455945,38.0864311742,45.1993321677,67.8895213742,53.3341589972,31.9440453128,27.557381751,39.3318988418,38.3125793231,41.1454110348,32.1518141923,36.0435507685,37.2860414958,23.8773850947,21.750296994,-12.8082116639,12.7693223301,19.2541528908,15.7180195396,19.4419998919,17.3872693428,21.4642996208,12.9413891548,14.2766959713,14.0455091009,10.6663422467,11.5044079597,13.1760368999,12.4910305797,11.7177954291,10.9314502517
NGA,Nigeria,NG,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-2230.33709416236,-7450.15914685408,-8496.93745413621,-4718.61206254588,-1744.25167616105,-426.799385928613,780.013186353161,-1177.55543794041,-1142.82708004092,-634.553184247514,935.729042768297,197.703382821272,531.876311685588,-1076.86713578213,-1144.58185189924,1262.07327744593,1185.5208559744,-357.803749695642,-2976.74418604651,-1853.69869885585,2757.08231314592,-2356.18667457814,-1970.58076922306,,7613.17678238036,-1215.07217879383,13828.8142400021,-931.872369381589,-90.5447618029018,-19052.0576681412,-7354.06475234788,-7662.05253661429,-7520.17979940493,-16345.2212384665,-8440.00139415128,-17310.3099095813,-15572.3139191769,-19589.4049239169,-16411.8527811216,-19187.1631316358,-22331.6252934094
NGA,Nigeria,NG,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,12580.5963646563,7956.97166499848,6802.08757350475,3864.24364067261,2478.61353376803,3403.76747201159,2791.53849246272,2495.86617332004,2641.69170914612,3175.48475745258,6039.023738642,4769.44622324911,4324.61841295499,2325.75512622726,1971.56599309312,5843.21456226115,6024.2627795887,4495.98246895544,3325.58139534884,7255.34746762171,19537.9313057416,20209.1503267974,17024.8495115098,21629.3853191805,33073.2364947064,41761.770834588,47180.1116710497,51346.9635268126,56789.0641796653,32535.5495897769,48595.4489421934,72252.5919260887,67650.4053824303,62041.9807931697,63504.4606898959,37538.9081637426,22391.2391712559,24722.8401885433,28557.9531318528,29368.3246339086,30538.9549592004
NGA,Nigeria,NG,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,14810.9334588187,15407.1308118526,15299.025027641,8582.85570321849,4222.86520992908,3830.5668579402,2011.52530610956,3673.42161126046,3784.51878918704,3810.03794170009,5103.29469587371,4571.74284042784,3792.74210126941,3402.62226200939,3116.14784499236,4581.14128481522,4838.7419236143,4853.78621865108,6302.32558139535,9109.04616647755,16780.8489925956,22565.3370013756,18995.4302807328,21629.3853191805,25460.0611445801,42976.8430133819,33351.2974310477,46362.9664039275,66758.7138102911,51587.6072579181,55949.5136945412,79914.644462703,75170.5851818352,78387.2020316362,71944.4620840471,54849.2180733238,37963.5530904328,44312.2451124602,44969.8059129744,48555.4877655445,52870.5802526098
NGA,Nigeria,NG,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-3.6808782141,-11.9561328715,-15.7543193672,-12.9249706669,-6.5881036873,-1.6436862278,3.7933170154,-5.3740724771,-4.7008036788,-2.7017049255,2.9724601279,0.6976894264,2.0840058154,-6.8200662387,-6.3284010013,3.4160424807,2.5761082485,-1.0111383879,-9.0895985454,-5.1677103968,5.943762148,-5.3382133896,-3.3333646176,,8.1380192729,-0.7348721367,5.6643966588,-0.3507271194,-0.0272624403,-7.0423892574,-1.9926344945,-1.8503116733,-1.6314463316,-3.1846010714,-1.5210956568,-3.4999801008,-3.8483455941,-5.2134772641,-4.0108887972,-4.1850883075,-4.3535098692
NGA,Nigeria,NG,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,20.7626206821,12.7694735919,12.6118687556,10.5847302222,9.3618158345,13.1085608388,13.5756557041,11.3905174028,10.866100674,13.5201004786,19.1837128639,16.8312355226,16.9447853267,14.7295831481,10.9008020563,15.8157767264,13.0905778329,12.7054578651,10.1547858749,20.2263369793,42.1201848026,45.7861671278,28.7986322953,31.9696373753,35.3532623379,25.257398121,19.3253638579,19.3253638579,17.0988187495,12.026417771,13.1672715834,17.4483030007,14.6762456003,12.0878730011,11.4450643824,7.5900103618,5.5334889251,6.5796774189,6.9792713727,6.4057949157,5.9535139097
NGA,Nigeria,NG,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,24.4434988962,24.7256064634,28.3661881228,23.5097008891,15.9499195218,14.7522470666,9.7823386887,16.7645898799,15.5669043528,16.2218054041,16.2112527359,16.1335460962,14.8607795113,21.5496493868,17.2292030576,12.3997342458,10.5144695844,13.716596253,19.2443844203,25.3940473761,36.1764226546,51.1243805174,32.1319969128,31.9696373753,27.2152445959,25.9922702577,13.6609671991,17.4495458689,20.1006155653,19.0688070283,15.1599060778,19.298614674,16.3076919319,15.2724740725,12.9661600392,11.0899904626,9.3818345192,11.793154683,10.9901601699,10.5908832231,10.3070237789
NGA,Nigeria,NG,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,5361.54169233486,-6144.75159849299,-7186.48064763018,-5133.25981311135,-1050.9737903625,-200.446695647795,-3854.58505730128,-1305.12441931664,-1950.58483465263,649.442585796248,2398.48337914748,-336.091222664851,-1108.30797519983,-1900.63779491871,-1468.49256637309,-1570.80939539992,1908.00329625602,1693.29254425135,-3027.1755158185,-1416.5384970122,5786.33965507298,2028.94796057214,-7699.395107017,-4015.62570111632,20071.0164905684,26188.2989753843,36517.576481256,27648.2562934331,28877.2326245743,13867.46818117,14469.0954857772,12565.3908972851,18780.399936602,19984.6612167529,1173.52847467026,-15805.887771667,3435.88017588581,10381.3972536854,15181.2034916824,15250.3303254859,14970.5077022164
NGA,Nigeria,NG,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,8.8485198319,-9.8611942545,-13.3245786332,-14.0607516851,-3.9695672352,-0.7719586389,-18.745405002,-5.9562658327,-8.0233628751,2.7650987757,7.6190818989,-1.1860560453,-4.3425890847,-12.0372098158,-8.1193055892,-4.2516957768,4.1460451791,4.7851737018,-9.2435924774,-3.9490024582,12.4742835763,4.5968162399,-13.024023997,-5.9353557952,21.4546862232,15.8386074181,14.9579012791,10.4059242496,8.6947473738,5.1259612293,3.9205010752,3.0344205219,4.0742662277,3.8936868822,0.2114986696,-3.1958002465,0.8491001662,2.7628801774,3.7101307101,3.3263895602,2.9184733387
NGA,Nigeria,NG,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,,20.7764978069,7.7122617979,23.2011856243,39.6011267493,5.5306422137,5.3568087097,10.187296154,34.5161583391,50.4520775961,7.3570405597,24.1030095715,44.8047953394,57.1690418985,57.030042279,72.8518558731,29.2615479788,8.5356157915,9.9888196133,6.6175524619,6.9444444444,18.9,12.9,14.0,14.9872642948,17.9,8.2395265173,5.3822236518,11.98,11.97,13.59,10.8400275419,12.2177817351,8.475827285,8.0624858244,9.0093871833,15.6753405526,16.5235399802,11.862133852,12.2152689324,11.4346409048
ZAF,South Africa,ZA,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,,5.3607405594,-0.383353977,-1.8465489606,5.0990754891,-1.2114403722,0.0177868911,2.1007777883,4.2000426639,2.3948598131,-0.3177832031,-1.0183080152,-2.1370417156,1.2336134007,3.2340992466,3.1156957193,4.3066962106,2.6467643194,0.517382743,2.3581285988,4.1545885216,2.7354231498,3.6678376111,2.9490744247,4.5545434037,5.2770921799,5.6037661275,5.3604651396,3.1910516451,-1.5381008639,3.0397770628,3.2841668017,2.2133536521,2.485185837,1.8470084388,1.2795382582,0.5653629365,1.2615851301,0.6963713115,1.7075967014,1.9846617353
ZAF,South Africa,ZA,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,,2.6951163637,-2.9184383489,-4.3185755512,2.534490397,-3.5151220701,-2.1869013981,-0.0433233911,2.0555642208,0.247947049,-2.4930385154,-3.2775289792,-4.4303684644,-1.1274967111,0.9330845655,0.9860052915,2.3363379603,0.863363295,-1.1025260455,0.7982650726,2.6295888972,1.280956856,2.2544035127,1.6039942491,3.2571995908,4.0410586398,4.4400162479,4.2567492628,2.1165099176,-2.617337614,1.8136286638,1.9426044298,0.7964031544,1.0190582473,0.4050514836,-0.0973017386,-0.7348896379,0.0088154595,-0.4987994303,0.5398381469,0.8451181458
ZAF,South Africa,ZA,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,95564.7549001642,100687.733476588,100301.743045955,98449.6222522761,103469.642809653,102216.169783686,102234.350862492,104382.067397424,108766.158761577,111370.95578801,111017.037597384,109886.542205292,107538.220958535,108864.826863154,112385.623408547,115887.217466196,120878.127869382,124077.487027788,124719.442533618,127660.487376267,132964.25533142,136601.390352715,141611.707525357,145787.942174369,152427.917278061,160471.678980726,169464.136571679,178548.202536755,184245.767891016,181411.882143358,186926.398925886,193065.373662974,197338.593161921,202242.823930018,205978.265954941,208613.836671427,209793.261984332,212439.982581526,213919.353674274,217572.233501272,221890.306366261
ZAF,South Africa,ZA,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,80546.9953775038,82796.5811965812,75938.8525646929,84687.1914549861,74936.6402385309,57272.7680775618,65423.6917013357,85792.1108218303,92234.8851535686,95978.9489741439,111997.526761217,120243.398891666,130531.982045168,130447.546453608,135819.928444657,151116.625310174,143830.648915371,148835.543593862,134215.055318534,133104.807708037,132964.25533142,118562.727388964,111101.350005218,168219.306652566,219093.021491743,247051.497563423,271636.479092675,299417.205082494,286769.145477302,295936.485832635,375348.270354484,416416.881678595,396329.407332969,366644.893064516,350637.590576985,317536.088073099,295746.436384692,348872.074567345,347456.568864925,360282.995868618,374367.299816403
ZAF,South Africa,ZA,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,50024.7806336138,56816.5373145893,57234.1640419222,60555.6054214164,54852.6381432677,40403.0206356257,47146.8645925874,63721.5561656754,67888.7339617413,70844.7084661491,85897.3764358487,94171.2659163009,105993.31699398,105659.773561248,109824.828207728,122622.301765801,116670.892111598,122330.054948394,109928.584676201,107912.293681295,107875.650656785,96209.157164278,90715.6373318119,136274.298555802,180347.044517616,203874.622012067,221489.614637712,240555.628101332,135071.577519183,234892.195853051,297446.793930706,330925.667817288,322952.756653858,297479.266762792,284008.460460669,255008.043409282,236692.528925134,279209.240903681,278154.272942667,287813.648974602,298834.201017583
ZAF,South Africa,ZA,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,11510.7969092258,12331.6533326344,12489.1786852333,13916.1655147653,13206.9844368527,10426.3978067637,12299.6196986473,16465.8673988104,17087.0959370478,18402.550063294,22027.0395621724,23781.017774108,26387.3548830474,26180.4794751112,27177.8190830235,27687.2093055314,27449.0329933595,28625.031467287,25210.5537346155,24544.1510570458,24129.8862341932,21652.6600876428,20891.4562829839,32318.9794771803,42422.1595773172,48076.2910558188,53621.8443340151,58331.8666469847,54585.0370768482,58786.2444976811,75931.5866872666,82709.6916920455,80296.0437467035,75437.1590164399,72917.4527823639,64968.9231582663,61535.5502633059,73034.0453587639,74000.4414215531,76355.958679878,78872.2434229017
ZAF,South Africa,ZA,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,38513.983724388,44484.8839819549,44744.985356689,46639.4399066511,41645.6537064151,29976.6228288621,34847.2448939401,47255.6887668649,50801.6380246935,52442.1584028551,63870.3368736762,70390.2481421929,79605.9621109323,79479.2940861364,82647.0091247043,94935.0924602695,89221.8591182388,93705.0234811066,84718.0309415858,83368.1426242495,83745.7644225917,74556.4970766352,69824.181048828,103955.319078621,137924.884940299,155798.330956249,167867.770303697,182223.761454347,80486.5404423351,176105.95135537,221515.207243439,248215.976125243,242656.712907155,222042.107746352,211091.007678306,190039.120251016,175156.978661828,206175.195544917,204153.831521114,211457.690294724,219961.957594681
ZAF,South Africa,ZA,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,24050.0543119586,27636.2583881337,19025.2528043322,20976.57301858,18743.560544439,11785.0556609996,12477.2978910561,13550.3897290315,18328.3702885897,20023.0298778349,19293.7093208416,20071.559978561,19262.2045504749,19953.8518976418,22828.0950771657,27173.0230019106,24857.7110493447,24760.6316027049,22832.9607038717,21816.5866816816,21158.8539789194,17552.7426160338,17634.1229709602,28012.2938629829,39400.6523532863,44338.9476564355,54844.7548936359,62859.9532174367,80486.5404423351,59844.2238927505,73241.5985808415,82121.3536860505,79131.1184668406,77595.0957338252,71878.905126579,66618.1209003015,57236.0483599464,64896.6688523083,67331.8620491942,71031.1820839365,75240.591965066
ZAF,South Africa,ZA,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,16605.5924625787,21234.5555214972,15420.6037833158,13517.6375549771,13357.4643457513,7108.27533910359,7434.03806514575,7704.6998325172,11276.1549525615,12659.9508899294,11176.7775997749,13041.588805354,13025.1997713893,14261.1879715533,18382.016620675,24204.7204756321,20563.673394049,20180.9183214082,18837.8662897075,17538.644860119,15456.1446512768,13139.3334960654,11992.7732610659,20283.4433171708,30016.8748953037,32804.1892039783,40463.693038215,44334.6913977591,44643.5055385146,36560.6523714552,47223.5375234487,55036.4588768213,51908.8463529047,51771.2166993939,47469.7641268427,43096.9495110093,36012.1694667814,40675.1079280171,42049.0376378817,44311.0510689243,46835.1483205434
ZAF,South Africa,ZA,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,7444.46184937997,6401.70286663651,3604.64902101637,7458.93546360291,5386.0961986877,4676.78032189602,5043.25982591038,5845.6898965143,7052.21533602819,7363.0789879055,8116.93172106674,7029.97117320702,6237.00477908563,5692.66392608845,4446.07845649067,2968.30252627853,4294.03765529563,4579.71328129669,3995.09441416425,4277.94182156256,5702.70932764265,4413.40911996839,5641.34970989424,7728.85054581213,9383.77745798261,11534.7584524572,14381.0618554209,18525.2618196777,35843.0349038205,23283.5715212953,26018.0610573927,27084.8948092292,27222.272113936,25823.8790344312,24409.1409997363,23521.1713892921,21223.878893165,24221.5609242911,25282.8244113125,26720.1310150122,28405.4436445226
ZAF,South Africa,ZA,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,28496.4446852603,23474.8096752543,20090.8069477446,20941.5671842743,19094.6803318692,17986.0634369377,19987.4837529485,25959.8335977368,26828.5924159985,25616.5449082618,27711.2997232658,26993.2496052612,27839.6639562975,28024.8734599448,30089.5572828658,34702.4749868352,35543.977578006,36601.663208882,34450.6790538829,33741.6605013847,37058.3824780471,35720.0311515616,36662.3876765083,46899.7653590667,57889.7748963186,67643.7612138386,79518.5740340099,93339.8719157006,80486.5404423351,82601.4609910665,107406.796867032,126844.544792051,117804.469662307,113554.804047678,110340.92000897,95756.2989704433,90801.790094543,103869.333998657,105437.270768835,108298.71203332,111576.910304394
ZAF,South Africa,ZA,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,22027.800532591,25138.4775615643,20405.776279678,17786.5541692846,17732.9049400792,12921.1592564175,14231.7606333396,17453.5738667898,20846.1074920716,20522.9002394497,20888.7961288128,21010.9657699941,22581.9685064218,23232.8765446455,26964.9093162104,33385.4412214751,33339.9234768046,34878.3409578208,32916.5671782182,30286.8656579611,33128.631782331,30919.203542909,32390.6242571198,40166.4804444336,58544.4502754776,-68805.8333189188,84216.4644726835,97338.2481519752,80486.5404423351,81401.3949042331,102746.919024095,123474.684616796,123558.937450036,121984.273479779,115590.695019234,99846.3752069279,88983.9309949314,99103.1691873013,103466.836895771,106860.54722324,111284.403470639
ZAF,South Africa,ZA,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,62.1063273672,68.6218398072,75.3687501311,71.5050344462,73.1986888773,70.5449064046,72.0639012666,74.2743773935,73.604183329,73.8127570924,76.6957797372,78.3172022617,81.2010323702,80.9979002547,80.8606140979,81.1441504296,81.116850262,82.191425512,81.9048089764,81.0731749961,81.1313163736,81.1462078201,81.6512466568,81.0099038378,82.3152847542,82.5231273734,81.5389801022,80.341284341,47.1011542383,79.372502918,79.2455480479,79.4698011481,81.4859434295,81.1355271517,80.9977218909,80.3083658795,80.0322505382,80.0319834283,80.0544004252,79.8854379127,79.8237990241
ZAF,South Africa,ZA,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,14.2907837285,14.8939160946,16.4463621235,16.4324324324,17.6242014518,18.2048085971,18.7999475095,19.1927523884,18.5256325832,19.1735273828,19.667433915,19.7773998351,20.2152411,20.0697369838,20.0101850989,18.3217493434,19.084272511,19.232658259,18.7837002896,18.4397179033,18.1476489106,18.2626197663,18.8039625819,19.2124079693,19.3626247374,19.4600281844,19.7402957486,19.481801866,19.0344874746,19.8644801543,20.2296354305,19.8622330965,20.2599257741,20.5749924364,20.79567472,20.4603273765,20.8068611124,20.9343340103,21.2977528856,21.1933284544,21.0681444297
ZAF,South Africa,ZA,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,47.8155436387,53.7279237126,58.9223880076,55.0726020138,55.5744874254,52.3400978075,53.263953757,55.0816250051,55.0785507459,54.6392297096,57.0283458222,58.5398024266,60.9857912702,60.9281632709,60.850428999,62.8224010862,62.032577751,62.9587672531,63.1211086867,62.6334570928,62.983667463,62.8835880538,62.8472840749,61.7974958685,62.9526600168,63.063099189,61.7986843536,60.859482475,28.0666667637,59.5080227637,59.0159126174,59.6075680517,61.2260176554,60.5605347153,60.202047171,59.848038503,59.2253894258,59.0976494179,58.7566475396,58.6921094583,58.7556545944
ZAF,South Africa,ZA,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,29.8584127182,33.378501852,25.0533846138,24.7694753577,25.0125445774,20.5770666524,19.0715283204,15.7944472973,19.8714079365,20.861897418,17.2269065923,16.6924422992,14.7566935311,15.2964562693,16.8076182476,17.9814914118,17.2826245566,16.6362355421,17.0122201639,16.3905324363,15.9131895457,14.8046042821,15.8721050375,16.6522466537,17.9835268531,17.9472490933,20.1904969012,20.9941019255,28.0666667637,20.2219823366,19.5129708502,19.7209472764,19.9659972242,21.1635555824,20.4994863809,20.9797007025,19.3530813286,18.6018525366,19.3784973671,19.7153856547,20.0980673264
ZAF,South Africa,ZA,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,20.6160296666,25.6466574037,20.3066062529,15.9618441971,17.8250109736,12.411265559,11.3629143691,8.9806623927,12.2254773059,13.1903412417,9.979486086,10.8459914852,9.9785505187,10.9325076318,13.5341086033,16.0172452409,14.2971428893,13.5592062448,14.0355835975,13.1765675201,11.6242854989,11.0821788478,10.7944442264,12.057738033,13.7005161967,13.2782798435,14.896266206,14.8069952712,15.5677506603,12.3542226531,12.581258861,13.2166733142,13.0973996359,14.1202612333,13.5381275147,13.5722996944,12.1767044455,11.6590323196,12.1019550084,12.2989570912,12.5104805744
